ID,Label,Type,Emperor,Title,FindingAid
Vespasian BXXII,Vespasian BXXII,Book,Vespasian,"Notes on blood-letting (1v–3r); kalendar (4r–9v); Admiralty ordinances (10r–42r); treatise on procedure (42v–63v); documents relating to the admiralty of Thomas Beaufort, Admiral of England, Ireland, Aquitaine and Picardy (1412–1426) (64r–90r); maritime documents (91r–99r) (between 1413-1426)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103261&displayMode=full&vid=IAMS_VU2
Caligula DXII,Caligula DXII,Book,Caligula,"Records and correspondence concerning England and France, 1529–1538 (2nd quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102398&displayMode=full&vid=IAMS_VU2
Caligula DIX,Caligula DIX,Book,Caligula,"Correspondence and other records (all originals) concerning England and France, 1525–1526, including letters in the hand of King Francis I of France (1515–47) (1525-1526)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102395&displayMode=full&vid=IAMS_VU2
Galba DVI,Galba DVI,Book,Galba,"Records and papers concerning England and the Low Countries, 1590 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102797&displayMode=full&vid=IAMS_VU2
Julius BIV,Julius BIV,Book,Julius,"Customs and liberties concerning the Cinque Ports, including original documents (ff. 10–11, 36v); Modus tenendi Parliamentum (21r–24r) (Mid 15th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101644&displayMode=full&vid=IAMS_VU2
Titus EXII,Titus EXII,Book,Titus,"Transcript of the Parliament rolls, 1–6 Henry VIII (1509/10–1515) (4th quarter of the 16th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103612&displayMode=full&vid=IAMS_VU2
Vitellius DVII,Vitellius DVII,Book,Vitellius,Collections of John Joscelyn (d. 1603) (2nd half of the 16th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103039&displayMode=full&vid=IAMS_VU2
Vespasian CXIV,Vespasian CXIV,Book,Vespasian,"Miscellaneous papers (originals and transcripts) concerning England, reign of King William I (1066–1087) to that of King Charles I (1625–1649), arranged alphabetically by subject, such as Admiralli, Ambassadors, Coronatio Regis, Dower, Forgerie, Homicidia, Justiciarii Angliæ, Lawe common, London, Mariage, Prerogatiua Regis, Religion, Slanders, Tresure Troue, Wards and Liueryes, including an order of the commissioners for the Office of Earl Marshal concerning the marshalling of arms, Whitehall, 10 November 1618 (volume 2, ff. 112, 114",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103039&displayMode=full&vid=IAMS_VU2
Vespasian AIX,Vespasian AIX,Book,Vespasian,Cotton Manuscript Vespasian A IX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103279&displayMode=full&vid=IAMS_VU2
Cleopatra FVII,Cleopatra FVII,Book,Cleopatra,"Collections relating to the precedence of England, France and Spain, including Robert Wingfield, Nobilissima disceptatio super dignitate et magnitudine Regnorum Britannici et Gallici, habita ab utriusque oratoribus et legatis in concilio Constantiensi (Louvain",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103835&displayMode=full&vid=IAMS_VU2
Vitellius CX,Vitellius CX,Book,Vitellius,Cotton Manuscript Vitellius C X (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103835&displayMode=full&vid=IAMS_VU2
Nero AVII,Nero AVII,Book,Nero,"Lanfranc, Epistolae; Anselm of Canterbury, Epistolae; Henry of Saltrey, Tractatus de Purgatorio Sancti Patricii; Alexander of Canterbury, Liber ex Dictis Beati Anselmi; Bretha Nemed toísech (c 1075-c 1571)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103021&displayMode=full&vid=IAMS_VU2
Tiberius AVI,Tiberius AVI,Book,Tiberius,"The Anglo-Saxon Chronicle, B-text (imperfect); cartulary of Ely Cathedral (imperfect), including the Inquisitio Eliensis and the Inquisitio comitatus Cantabrigiensis; a chronicle of English history between 1042-1346 (imperfect). (4th quarter of 10th century-2nd half 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102604&displayMode=full&vid=IAMS_VU2
Cleopatra AII,Cleopatra AII,Book,Cleopatra,,
Claudius BIV,Claudius BIV,Book,Claudius,Old English Hexateuch (imperfect) (2nd quarter of the 11th century-2nd half of the 12th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102470&displayMode=full&vid=IAMS_VU2
Cleopatra FII,Cleopatra FII,Book,Cleopatra,Papers relating to ecclesiastical jurisdiction (16th century-1st half 17th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102470&displayMode=full&vid=IAMS_VU2
Otho AXII,Otho AXII,Book,Otho,Cotton Manuscript Otho A XII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103830&displayMode=full&vid=IAMS_VU2
Otho BXIV,Otho BXIV,Book,Otho,Cotton Manuscript Otho B XIV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102844&displayMode=full&vid=IAMS_VU2
Vitellius EXVII,Vitellius EXVII,Book,Vitellius,Cotton Manuscript Vitellius E XVII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102868&displayMode=full&vid=IAMS_VU2
Otho BX,Otho BX,Book,Otho,Cotton Manuscript Otho B. X (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103099&displayMode=full&vid=IAMS_VU2
Julius AIII,Julius AIII,Book,Julius,"Bernard André, A la bonne grace du roy (2r); Bernard André, Chancon faicte en l’honneur de madame Marie (2v–3r); Bernard André, Ad Henricum VII in vicesimum tercium felicissimi regni sui annalem (1507–08) (4r–68v) (c 1508)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101598&displayMode=full&vid=IAMS_VU2
Nero BX,Nero BX,Book,Nero,"Papers relating to the Hanse (copies only), Henry III (1216–1272) to Elizabeth I (1558–1603) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102651&displayMode=full&vid=IAMS_VU2
Domitian XV,Domitian AXV,Book,Domitian,Cotton Manuscript Domitian A XV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102651&displayMode=full&vid=IAMS_VU2
Cleopatra AIII,Cleopatra AIII,Book,Cleopatra,Latin-Old English glossaries (Mid 10th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103704&displayMode=full&vid=IAMS_VU2
London British Library Additional MS 46410,London British Library Additional MS 46410,Book,London,,
Titus EI,Titus EI,Book,Titus,"Transcript of the Parliament rolls, 1 Edward III–22 Edward IV (1327–1483) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103704&displayMode=full&vid=IAMS_VU2
Cleopatra FI,Cleopatra FI,Book,Cleopatra,Cotton Manuscript Cleopatra F I (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103601&displayMode=full&vid=IAMS_VU2
Faustina AIV,Faustina AIV,Book,Faustina,"Cartulary of St Neot’s Priory, with a table of contents (29r–34v) (Mid 13th century-2nd half of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103829&displayMode=full&vid=IAMS_VU2
Claudius EIII,Claudius EIII,Book,Claudius,"Ralph of Diceto, Abbreviationes Chronicorum, Ymagines Historiarum; Winchester Chronicle; Henry Knighton, Chronicon; William Rishanger, Opus Chronicorum; Tito Livio Frulovisi, Vita Henrici Quinti; Robert Grosseteste, Epistola (1197-1450)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102560&displayMode=full&vid=IAMS_VU2
Vitellius AVII,Vitellius AVII,Book,Vitellius,Cotton Manuscript Vitellius A VII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102560&displayMode=full&vid=IAMS_VU2
Claudius DVI,Claudius DVI,Book,Claudius,Chronicles of England (c 1255-1259),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102532&displayMode=full&vid=IAMS_VU2
Claudius EIV,Claudius EIV,Book,Claudius,Cotton Manuscript Claudius E IV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102565&displayMode=full&vid=IAMS_VU2
Nero EVI,Nero EVI,Book,Nero,"Cartulary of the Knights Hospitallers (Order of St John of Jerusalem) in England, including lists of masters of Knights Templars and Knights Hospitallers (466r–467v) (1442-1st half of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102565&displayMode=full&vid=IAMS_VU2
Cleopatra EIV,Cleopatra EIV,Book,Cleopatra,Papers relating to the Dissolution of the monasteries (1536-1540s),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102753&displayMode=full&vid=IAMS_VU2
Nero DX,Nero DX,Book,Nero,Cotton Manuscript Nero D X (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102734&displayMode=full&vid=IAMS_VU2
Tiberius CVII,Tiberius CVII,Book,Tiberius,"Henry Knighton, Chronicle, to AD 1396 (Boffey 1654–55, 1790.8, 1791) (4th quarter of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102252&displayMode=full&vid=IAMS_VU2
Galba DX,Galba DX,Book,Galba,"Records and papers concerning England and the Low Countries, 1593–1594 (4th quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102800&displayMode=full&vid=IAMS_VU2
Claudius BIX,Claudius BIX,Book,Claudius,Cotton Manuscript Claudius B IX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102486&displayMode=full&vid=IAMS_VU2
Nero DVIII,Nero DVIII,Book,Nero,Cotton Manuscript Nero D VIII (4th quarter of the 12th century -16th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102729&displayMode=full&vid=IAMS_VU2
Vitellius CVIII,Vitellius CVIII,Book,Vitellius,"Peter Abelard, Versus ad Astralabium Filium Suum; Dares Phrygius, De Bello Troiano (incomplete); a chronicle of England, AD 162–1121 (Chronica de Anglia); Lines on Egyptian days, a fragment of Ælfric, De Temporibus, notes on Septuagesima, Lent, Easter, epacts and concurrents; the letters of Adam Marsh; Paul, Epistulae, with glosses derived from Pelagius; Domesday abbreviation for Kent; Boncompagnus da Signa, Boncompagnus, Bernard of Meung, Ars Dictaminis; a theological treatise on vices and virtues; Jocelin of Furness, Vita sancti Kentigerni (8th century-16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103012&displayMode=full&vid=IAMS_VU2
Nero BVII,Nero BVII,Book,Nero,"Records and papers (originals and copies) concerning England and Italy, 1371–1612, including letters of Andrea Gritti, doge of Venice (1523–1538) (ff. 18–19), Marino Grimani, doge of Venice (1595–1606) (ff. 183–184), and Charles V, king of Spain (1516–1556) and Holy Roman emperor (1519–1556; d. 1558) (f. 55); ‘Libri, che contengono le Ragioni della Republica di Venetia’ (f. 213",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102648&displayMode=full&vid=IAMS_VU2
Claudius AX,Claudius AX,Book,Claudius,"John of Garland, Epithalamium beate uirginis Marie (3r–67r); John of Garland, De triumphis ecclesie (68r–114v) (2nd half of the 13th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102460&displayMode=full&vid=IAMS_VU2
Appendix XLI,Appendix XLI,Book,Appendix,,
Vespasian EIII,Vespasian EIII,Book,Vespasian,"Annals of Burton Abbey; an account of the Council of Oxford of 1222; St Cyprian, Confessio; Pseudo-Basil, Admonitio ad Filium Spiritualem; Isidore of Seville, Synonyma; Pseudo-Methodius, De Initio et Fine Saeculi; Alexander of Stainsby, Constitutiones; Honorius Augustodunensis, Imago Mundi; Invectivum Contra Regem Iohannem; Reginald of Canterbury, Vita Sancti Malchi (10th century-2nd half of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103394&displayMode=full&vid=IAMS_VU2
Titus BIV,Titus BIV,Book,Titus,Records and papers relating to royal revenues (2nd half 16th century-1st quarter 17th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103522&displayMode=full&vid=IAMS_VU2
Vitellius AI,Vitellius AI,Book,Vitellius,Cotton Manuscript Vitellius A I (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102923&displayMode=full&vid=IAMS_VU2
Vitellius EXVI,Vitellius EXVI,Book,Vitellius,Cotton Manuscript Vitellius E XVI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102923&displayMode=full&vid=IAMS_VU2
Caligula EVIII,Caligula EVIII,Book,Caligula,"Records and correspondence concerning England and France, 1591–1592 (16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103096&displayMode=full&vid=IAMS_VU2
Cleopatra EIII,Cleopatra EIII,Book,Cleopatra,"Collections relating to the Church in England, volume 3, including a confirmation of the union of the Greek and Latin churches as declared at the Council of Florence, 5 July 1439 (ff. 80–81) (15th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103822&displayMode=full&vid=IAMS_VU2
Tiberius CIII,Tiberius CIII,Book,Tiberius,"Honorius of Autun, Gemma animae sive De divinis officiis (4th quarter of the 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102241&displayMode=full&vid=IAMS_VU2
Titus DXX,Titus DXX,Book,Titus,Cotton Manuscript Titus D XX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103586&displayMode=full&vid=IAMS_VU2
Galba DIX,Galba DIX,Book,Galba,"Records and papers concerning England and the Low Countries, 1592 (4th quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103586&displayMode=full&vid=IAMS_VU2
Vitellius FXIX,Vitellius FXIX,Book,Vitellius,Cotton Manuscript Vitellius F XIX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103132&displayMode=full&vid=IAMS_VU2
Caligula EX,Caligula EX,Book,Caligula,"Records and papers concerning England and France, 1600–1603 (17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103132&displayMode=full&vid=IAMS_VU2
Julius EI,Julius EI,Book,Julius,Cotton Manuscript Julius E I (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102408&displayMode=full&vid=IAMS_VU2
Caligula EXII,Caligula EXII,Book,Caligula,,
Nero CI,Nero CI,Book,Nero,"Modus tenendi parliamentum (1r–4v); tract on the steward of England (4v–5v); index to statutes of the realm (6r–42r); statutes of the realm, 1 Edward III–1 Richard III (44r–264r) (4th quarter of the 15th century-3rd quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102654&displayMode=full&vid=IAMS_VU2
Caligula AXII,Caligula AXII,Book,Caligula,,
Tiberius AIX,Tiberius AIX,Book,Tiberius,Cotton Manuscript Tiberius A IX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102345&displayMode=full&vid=IAMS_VU2
Vitellius FXVII,Vitellius FXVII,Book,Vitellius,,
Cleopatra CX,Cleopatra CX,Book,Cleopatra,,
Otho EVIII,Otho EVIII,Book,Otho,"Papers relating to the Admiralty, Navy and shipping, Edward VI–James I, including items concerning Sir Richard Hawkins (d. 1622), Sir Walter Raleigh (d. 1618), Sir Hugh Willoughby (d. 1554?), Sir John Hawkins (d. 1595), Sir Martin Frobisher (d. 1594), Sir Francis Drake (d. 1596) and Edward Fenton (d. 1603) (3rd quarter of the 16th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103785&displayMode=full&vid=IAMS_VU2
Claudius CII,Claudius CII,Book,Claudius,Cotton Manuscript Claudius C II (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102493&displayMode=full&vid=IAMS_VU2
Claudius EVII,Claudius EVII,Book,Claudius,"A Collection of all priuiledges, liberties & immunities whatsoeuer graunted to or claymed by the Merchants of the Hanze Citties with all differences & complaintes betweene the English & them concerning the same, Henry III–James I (1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102571&displayMode=full&vid=IAMS_VU2
Vespasian FXIII,Vespasian FXIII,Book,Vespasian,,
Titus EXI,Titus EXI,Book,Titus,"Transcript of the Parliament rolls, 3–12, 19 Henry VII (1487–1497, 1504) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103611&displayMode=full&vid=IAMS_VU2
Vitellius BII,Vitellius BII,Book,Vitellius,"Records and papers concerning England and Rome, 1509–1515 (1st quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103611&displayMode=full&vid=IAMS_VU2
Vespasian CI,Vespasian CI,Book,Vespasian,"Correspondence (mainly originals) concerning England and Spain, April 1511–September 1520, much of it addressed to King Henry VIII of England (1509–1547) and Thomas, Cardinal Wolsey (d. 1530), including letters sent by Henry VIII, King Ferdinand V of Castile and II of Aragon (1479–1516), and Charles V, king of Spain (1516–1556) and Holy Roman emperor (1519–1556; d. 1558), and incorporating the Treaty of Lille, 1513 (91r), and the convention between Charles V and Henry VIII, Calais, 1520 (307r–308r) (1511-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102984&displayMode=full&vid=IAMS_VU2
London British Library Additional MS 33216,London British Library Additional MS 33216,Book,London,,
Vitellius EXI,Vitellius EXI,Book,Vitellius,Cotton Manuscript Vitellius E XI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103082&displayMode=full&vid=IAMS_VU2
Julius CII,Julius CII,Book,Julius,Cotton Manuscript Julius C II (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101668&displayMode=full&vid=IAMS_VU2
Cleopatra AXIV,Cleopatra AXIV,Book,Cleopatra,Cotton Manuscript Cleopatra A XIV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101668&displayMode=full&vid=IAMS_VU2
Caligula BV,Caligula BV,Book,Caligula,"Records and papers concerning England and Scotland, including Thomas Churchyard, The scole of warre callid the sege of Lethe (365r–382v) (mid 16th century-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102372&displayMode=full&vid=IAMS_VU2
Nero BIV,Nero BIV,Book,Nero,"Records and papers (predominantly copies) concerning England and Denmark, 1590–1600 (4th quarter of the 16th century-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102645&displayMode=full&vid=IAMS_VU2
Tiberius CII,Tiberius CII,Book,Tiberius,"Bede, Historia Ecclesiastica Gentis Anglorum (imperfect) (1st half of the 9th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102237&displayMode=full&vid=IAMS_VU2
Titus AXVI,Titus AXVI,Book,Titus,"John Joscelyn and John Parker, Old English-Latin dictionary, part II, M–Y (4th quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103507&displayMode=full&vid=IAMS_VU2
Faustina BII,Faustina BII,Book,Faustina,Cotton Manuscript Faustina B II (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103507&displayMode=full&vid=IAMS_VU2
Caligula EII,Caligula EII,Book,Caligula,"Records and correspondence concerning England and France, 1520–1560 (1st quarter 16th century-3rd quarter 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102400&displayMode=full&vid=IAMS_VU2
Cleopatra FVI,Cleopatra FVI,Book,Cleopatra,Collections of Sir Robert Cotton relating to the revenues of Crown (16th century-17th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103834&displayMode=full&vid=IAMS_VU2
Otho AIX,Otho AIX,Book,Otho,"Ansegisus, Capitularium; laws of Charlemagne (10th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102839&displayMode=full&vid=IAMS_VU2
Caligula EI,Caligula EI,Book,Caligula,"Records and correspondence concerning England and France, 1509–1521, including letters of Louis XII (1498–1515), king of France (1st quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102399&displayMode=full&vid=IAMS_VU2
Claudius AIII,Claudius AIII,Book,Claudius,"Miscellany, including Pontificals, a Benedictional, Law Codes, documents, and miniatures (11th century-15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102422&displayMode=full&vid=IAMS_VU2
Titus EIX,Titus EIX,Book,Titus,"Transcript of the Parliament rolls, 13–14, 17, 22 Edward IV (1473–1474, 1478, 1483) (1r–328v), 1 Richard III (1484) (329r–403v) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103609&displayMode=full&vid=IAMS_VU2
Vespasian AXII,Vespasian AXII,Book,Vespasian,"John Rous, Historia regum Anglie (4th quarter of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103173&displayMode=full&vid=IAMS_VU2
Julius CVIII,Julius CVIII,Book,Julius,"A treatise concerninge the Nobilitie accordinge to the Lawe of Englande (2v–41v, 43r–91v); The orders of the king’s house in the time of King Edward the 4th (92r–96v); Collections of English matters of England’s Marshalls (98r–103v) (1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101700&displayMode=full&vid=IAMS_VU2
Vitellius DXI,Vitellius DXI,Book,Vitellius,Cotton Manuscript Vitellius D XI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101700&displayMode=full&vid=IAMS_VU2
Titus CV,Titus CV,Book,Titus,"Collections relating to the English baronage, including writs of summons to Parliament, 49 Henry III (1264–1265) to 7 Henry VIII (1515–1516) (45v–204r) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103536&displayMode=full&vid=IAMS_VU2
Vitellius CIV,Vitellius CIV,Book,Vitellius,"Documents relating to the Anglo-French and Anglo-Scottish wars (1r–100v); coronation order of King Richard II of England (1377–99) (100v–109v); account of the coronation of Richard II, 16 July 1377 (109v–112v); Modus tenendi Parliamentum (112v–118v); chronicle of English history, Noah–AD 1377 (119r–128r); documents relating to the office of marshal of England (128v–135v",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103008&displayMode=full&vid=IAMS_VU2
Julius AXI,Julius AXI,Book,Julius,Cotton Manuscript Julius A XI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101632&displayMode=full&vid=IAMS_VU2
Vespasian BXIX,Vespasian BXIX,Book,Vespasian,"Gervase of Canterbury, Tractatus de combustione et reparatione Cantuariensis ecclesie (1r–10r); Gervase of Canterbury, Imaginatio contra monachos Cantuariensis ecclesie (10r–11r); Gervase of Canterbury, Imaginatio contra Baldewinum archiepiscopum (11r–13v); Gervase of Canterbury, Persecutio cause contra Baldewinum archiepiscopum (13v–17r); Gervase of Canterbury, Replicatio operum Baldewini archiepiscopi (17r–24r); Gervase of Canterbury, Imaginatio contra Rogerum abbatem sancti Augustini (24v–28v); Gervase of Canterbury, Imaginatio cause quasi pro abbate (28v–30r); Gervase of Canterbury, Chronica, AD 1100–1199 (30v–231v); list of the archbishops of Canterbury (232v) (1st quarter of the 13th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103258&displayMode=full&vid=IAMS_VU2
Julius EVIII,Julius EVIII,Book,Julius,Cotton Manuscript Julius E VIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101758&displayMode=full&vid=IAMS_VU2
Tiberius AI,Tiberius AI,Book,Tiberius,Cotton Manuscript Tiberius A I (15th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102146&displayMode=full&vid=IAMS_VU2
Galba CVI,Galba CVI,Book,Galba,"Records and papers concerning England and the Low Countries, 1576–1580 (3rd quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102786&displayMode=full&vid=IAMS_VU2
