Id, Label, Type
Theophilus, Theophilus, Subject
Magi, Magi, Subject
Patrick, Patrick, Subject
martyrs, martyrs, Subject
Robert of Sicily, Robert of Sicily, Subject
Michael the archangel, Michael the archangel, Subject
Sleepers, Sleepers, Subject
Leger, Leger, Subject
Leo II, Leo II, Subject
Leonard, Leonard, Subject
Pympe, Pympe, Subject
school lessons, school lessons, Subject
liberal arts, liberal arts, Subject
liberality, liberality, Subject
tale, tale, Subject
tale-telling, tale-telling, Subject
sentence, sentence, Subject
tidings, tidings, Subject
pity, pity, Subject
Petrarch, Petrarch, Subject
requital, requital, Subject
lodging, lodging, Subject
students, students, Subject
Longinus, Longinus, Subject
Lord’s Day, Lord’s Day, Subject
refrains, refrains, Subject
spring, spring, Subject
mistress, mistress, Subject
lucky and unlucky days, lucky and unlucky days, Subject
Lucy, Lucy, Subject
Luke, Luke, Subject
Lydgate, Lydgate, Subject
lying, lying, Subject
Machor, Machor, Subject
Marina, Marina, Subject
Marius, Marius, Subject
Mark, Mark, Subject
Robert II, Robert II, Subject
Moor, Moor, Subject
patriarchy, patriarchy, Subject
obedience, obedience, Subject
Mary of Egypt, Mary of Egypt, Subject
Mathias, Mathias, Subject
Matthew, Matthew, Subject
Mawryne the monk, Mawryne the monk, Subject
pestilence, pestilence, Subject
Melchiades [Miltiades], Melchiades [Miltiades], Subject
Methodius, Methodius, Subject
Mildred, Mildred, Subject
secular saints, secular saints, Subject
monastic rules, monastic rules, Subject
moralizing, moralizing, Subject
transience, transience, Subject
temporality, temporality, Subject
Morton, Morton, Subject
unstableness, unstableness, Subject
transience of fortune, transience of fortune, Subject
transcience, transcience, Subject
narratives, narratives, Subject
Nebuchadnezzar, Nebuchadnezzar, Subject
Ninian, Ninian, Subject
Normandy, Normandy, Subject
Norray, Norray, Subject
Windsor, Windsor, Subject
The Duke of Orleans’ Defence of the Scots, The Duke of Orleans’ Defence of the Scots, Subject
Orleans, Orleans, Subject
Ositha, Ositha, Subject
Oswin, Oswin, Subject
ownership, ownership, Subject
psalms, psalms, Subject
pastoral care, pastoral care, Subject
patience, patience, Subject
Peter, Peter, Subject
Paul(in) the Hermit, Paul(in) the Hermit, Subject
Paula, Paula, Subject
Pelagia, Pelagia, Subject
Pentecost, Pentecost, Subject
Peres, Peres, Subject
Petronilla, Petronilla, Subject
Philip and James, Philip and James, Subject
physicians, physicians, Subject
Piers Toller, Piers Toller, Subject
Pilate, Pilate, Subject
Whitsunday, Whitsunday, Subject
plague, plague, Subject
pleasures, pleasures, Subject
Pollard, Pollard, Subject
Polycena, Polycena, Subject
shoemakers, shoemakers, Subject
poulterers, poulterers, Subject
praise, praise, Subject
Richard of Chichester, Richard of Chichester, Subject
St. Gregory’s Trental, St. Gregory’s Trental, Subject
Robert of Bury, Robert of Bury, Subject
Talbot, Talbot, Subject
three-line, three-line, Subject
truth, truth, Subject
Reeves, Reeves, Subject
ribaudry, ribaudry, Subject
Solomon, Solomon, Subject
purse poems, purse poems, Subject
puzzles, puzzles, Subject
Quintin, Quintin, Subject
Quiriac, Quiriac, Subject
religious life, religious life, Subject
Tutivillus, Tutivillus, Subject
Remigius, Remigius, Subject
Sphinx, Sphinx, Subject
Rivers, Rivers, Subject
Rogationtide, Rogationtide, Subject
twins, twins, Subject
rosary, rosary, Subject
saints, saints, Subject
saints’ days, saints’ days, Subject
Sylvester, Sylvester, Subject
Theodora, Theodora, Subject
Scholastica, Scholastica, Subject
Simon and Judas, Simon and Judas, Subject
Swithin, Swithin, Subject
Teilo, Teilo, Subject
Vincent, Vincent, Subject
Sother, Sother, Subject
Simplice and Faustine, Simplice and Faustine, Subject
Vital, Vital, Subject
Thecla, Thecla, Subject
tailors, tailors, Subject
Saturninus, Saturninus, Subject
Savinian and Savina, Savinian and Savina, Subject
schoolbooks, schoolbooks, Subject
summer, summer, Subject
sorrowful things, sorrowful things, Subject
Trinity Sunday, Trinity Sunday, Subject
seven-line, seven-line, Subject
Sigismund, Sigismund, Subject
Simon Magus, Simon Magus, Subject
Standard, Standard, Subject
Syngor, Syngor, Subject
swearing, swearing, Subject
Tottenham (Gloucs.), Tottenham (Gloucs.), Subject
Tottenham, Tottenham, Subject
Templars, Templars, Subject
temptation, temptation, Subject
Theobald, Theobald, Subject
Theodosius, Theodosius, Subject
The Seven Principal Virtues, The Seven Principal Virtues, Subject
witches, witches, Subject
warfare, warfare, Subject
Vaux, Vaux, Subject
Veronica’s veil, Veronica’s veil, Subject
Wales, Wales, Subject
Waterford (Ireland), Waterford (Ireland), Subject
Wise Son, Wise Son, Subject
Wulfhade and Ruffyn, Wulfhade and Ruffyn, Subject
nan, nan, Subject
